# Registry: Charleston Road Registry Inc.
# Script: Jpan
# Version: 2.0
# Effective Date: 17-04-2023
# URL: https://www.iana.org/domains/idn-tables/tables/google_jpan_2.0.txt
# Policy: https://www.registry.google/about/policies/domainabuse/
# Contact Name: CRR Tech
# Email address: crr-tech@google.com
# Telephone: +1 (650) 253-0000
#
# Code points requiring context rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)
#

U+002D                         # HYPHEN-MINUS
U+8E87                         # G, H, J, KP, K, -, T, -, V, II
U+8E8A                         # G, H, J, KP, K, -, T, -, V, II
U+8E8B                         # G, H, J, KP, K, -, T, -, -, II
U+8E8D                         # G, H, J, KP, K, -, T, -, V, II
U+8E91                         # G, H, J, KP, K, -, T, -, -, II
U+8E93                         # G, H, J, KP, K, -, T, -, -, II
U+8E94                         # G, H, J, KP, K, -, T, -, V, --
U+8E99                         # G, -, J, KP, K, -, T, -, -, II
U+8EA1                         # G, H, J, KP, K, -, T, -, V, II
U+8EAB                         # G, H, J, KP, K, -, T, -, V, II
U+8EAC                         # G, H, J, KP, K, -, T, -, V, II
U+8EAF                         # G, -, J, --, K, -, T, -, -, II
U+8EB1                         # G, -, J, KP, K, -, T, -, -, --
U+8EBE                         # G, -, J, --, K, -, T, -, -, II
U+8EC5                         # G, -, J, --, -, -, -, -, -, --
U+8EC8                         # G, -, J, --, -, -, -, -, -, II
U+8ECA                         # G, H, J, KP, K, -, T, -, V, II
U+8ECB                         # G, H, J, KP, K, -, T, -, -, II
U+8ECC                         # G, H, J, KP, K, -, T, -, V, II
U+8ECD                         # G, H, J, KP, K, -, T, -, V, II
U+8ED2                         # G, H, J, KP, K, -, T, -, V, II
U+8EDB                         # G, H, J, KP, K, -, T, -, -, II
U+8EDF                         # G, H, J, KP, K, -, T, -, V, II
U+8EE2                         # G, H, J, KP, K, -, -, -, -, II
U+8EE3                         # G, -, J, --, -, -, -, -, -, --
U+8EEB                         # G, H, J, KP, K, -, T, -, V, II
U+8EF8                         # G, H, J, KP, K, -, T, -, V, II
U+8EFB                         # G, H, J, KP, K, -, T, -, -, II
U+8EFC                         # G, H, J, KP, K, -, T, -, -, II
U+8EFD                         # G, -, J, KP, -, -, T, -, -, II
U+8EFE                         # G, H, J, KP, K, -, T, -, -, II
U+8F03                         # G, H, J, KP, K, -, T, -, -, II
U+8F05                         # G, H, J, KP, K, -, T, -, -, II
U+8F09                         # G, H, J, KP, K, -, T, -, V, II
U+8F0A                         # G, H, J, KP, K, -, T, -, -, II
U+8F0C                         # G, -, J, KP, -, -, -, -, -, II
U+8F12                         # G, H, J, KP, K, -, T, -, -, II
U+8F14                         # G, H, J, KP, K, -, T, -, -, II
U+8F1B                         # G, H, J, KP, K, -, T, -, -, II
U+8F1C                         # G, H, J, KP, K, -, T, -, -, II
U+8F1D                         # G, H, J, KP, K, -, T, -, V, II
U+8F1F                         # G, H, J, KP, K, -, T, -, -, II
U+8F26                         # G, H, J, KP, K, -, T, -, V, II
U+8F29                         # G, H, J, KP, K, -, T, -, V, II
U+8F2A                         # G, H, J, KP, K, -, T, -, V, II
U+8F2F                         # G, H, J, KP, K, -, T, -, -, II
U+8F33                         # G, H, J, KP, K, -, T, -, -, II
U+8F38                         # G, H, J, KP, K, -, T, -, V, II
U+8F39                         # G, H, J, KP, K, -, T, -, -, II
U+8F3B                         # G, H, J, KP, K, -, T, -, -, II
U+8F3E                         # G, H, J, KP, K, -, T, -, -, II
U+8F3F                         # G, H, J, KP, K, -, T, -, -, II
U+8F42                         # G, H, J, KP, K, -, T, -, -, II
U+8F44                         # G, H, J, KP, K, -, T, -, V, II
U+8F45                         # G, H, J, KP, K, -, T, -, -, II
U+8F46                         # G, H, J, KP, K, -, T, -, -, II
U+8F4C                         # G, -, J, --, -, -, -, -, -, --
U+8F4D                         # G, H, J, KP, K, -, T, -, -, II
U+8F4E                         # G, H, J, KP, K, -, T, -, V, II
U+8F57                         # G, H, J, KP, K, -, T, -, -, --
U+8F5C                         # G, H, J, KP, K, -, T, -, -, --
U+8F5F                         # G, H, J, KP, K, -, T, -, V, II
U+8F61                         # G, H, J, KP, K, -, T, -, -, II
U+8F62                         # G, H, J, KP, K, -, T, -, -, II
U+8F63                         # G, H, J, KP, K, -, T, -, -, --
U+8F64                         # G, H, J, KP, K, -, T, -, -, II
U+8F9B                         # G, H, J, KP, K, -, T, -, V, II
U+8F9C                         # G, H, J, KP, K, -, T, -, V, II
U+8F9E                         # G, -, J, KP, K, -, T, -, V, II
U+8F9F                         # G, H, J, KP, K, -, T, -, V, II
U+8FA3                         # G, H, J, KP, K, -, T, -, V, II
U+8FA7                         # G, H, J, --, -, -, T, -, -, --
U+8FAE                         # G, H, J, KP, K, -, T, -, V, II
U+8FAF                         # G, H, J, KP, K, -, T, -, -, II
U+8FB0                         # G, H, J, KP, K, -, T, -, V, II
U+8FB1                         # G, H, J, KP, K, -, T, -, V, II
U+8FB2                         # G, H, J, KP, K, -, T, -, V, II
U+8FB7                         # G, H, J, --, K, -, T, -, -, --
U+8FBA                         # G, H, J, KP, K, -, -, -, -, II
U+8FBB                         # G, H, J, --, K, -, T, -, -, II
U+8FBC                         # G, H, J, --, K, -, T, -, -, II
U+8FBF                         # G, H, J, KP, K, -, T, -, -, II
U+8FC2                         # G, H, J, KP, K, -, T, -, V, II
U+8FC4                         # G, H, J, KP, K, -, T, -, V, II
U+8FC5                         # G, H, J, KP, K, -, T, -, -, II
U+8FCE                         # G, H, J, KP, K, -, T, -, V, II
U+8FD1                         # G, H, J, KP, K, -, T, -, V, II
U+8FD4                         # G, H, J, KP, K, -, T, -, V, II
U+8FDA                         # G, H, J, --, K, -, -, -, -, --
U+8FE2                         # G, H, J, KP, K, -, T, -, V, II
U+8FE5                         # G, H, J, KP, K, -, T, -, V, II
U+8FE6                         # G, H, J, KP, K, -, T, -, V, II
U+8FE9                         # G, -, J, KP, K, -, T, -, -, II
U+8FEB                         # G, H, J, KP, K, -, T, -, V, II
U+8FEF                         # G, -, J, KP, K, -, T, -, -, --
U+8FF0                         # G, H, J, KP, K, -, T, -, V, II
U+8FF7                         # G, H, J, KP, K, -, T, -, V, II
U+8FF8                         # G, H, J, KP, K, -, T, -, -, II
U+8FFD                         # G, H, J, KP, K, -, T, -, V, II
U+9000                         # G, H, J, KP, K, -, T, -, V, II
U+9001                         # G, H, J, KP, K, -, T, -, V, II
U+9005                         # G, H, J, KP, K, -, T, -, V, II
U+9006                         # G, H, J, KP, K, -, T, -, V, II
U+900B                         # G, H, J, KP, K, -, T, -, V, II
U+900D                         # G, H, J, KP, K, -, T, -, V, II
U+900E                         # G, -, J, KP, K, -, T, -, V, --
U+900F                         # G, H, J, KP, K, -, T, -, V, II
U+9010                         # G, H, J, KP, K, -, T, -, V, II
U+9011                         # G, H, J, KP, K, -, T, -, -, II
U+9013                         # G, -, J, KP, K, -, T, -, -, II
U+9014                         # G, H, J, KP, K, -, T, -, V, II
U+9016                         # G, H, J, KP, K, -, T, -, -, II
U+9017                         # G, H, J, KP, K, -, T, -, V, II
U+9019                         # G, H, J, KP, K, -, T, -, V, II
U+901A                         # G, H, J, KP, K, -, T, -, V, II
U+901D                         # G, H, J, KP, K, -, T, -, -, II
U+901E                         # G, H, J, KP, K, -, T, -, V, II
U+901F                         # G, H, J, KP, K, -, T, -, V, II
U+9020                         # G, H, J, KP, K, -, T, -, V, II
U+9021                         # G, H, J, KP, K, -, T, -, -, II
U+9022                         # G, H, J, KP, K, -, T, -, V, II
U+9023                         # G, H, J, KP, K, -, T, -, V, II
U+9027                         # G, -, J, --, -, -, -, -, -, --
U+902E                         # G, H, J, KP, K, -, T, -, -, II
U+9032                         # G, H, J, KP, K, -, T, -, V, II
U+9035                         # G, H, J, KP, K, -, T, -, -, II
U+9036                         # G, H, J, KP, K, -, T, -, -, II
U+9038                         # G, H, J, KP, K, -, T, -, V, II
U+9039                         # G, -, J, KP, -, -, -, -, -, II
U+903C                         # G, H, J, KP, K, -, T, -, V, II
U+9041                         # G, H, J, KP, K, -, T, -, V, II
U+9042                         # G, H, J, KP, K, -, T, -, V, II
U+9045                         # G, -, J, KP, -, -, T, -, -, II
U+9047                         # G, H, J, KP, K, -, T, -, V, II
U+904B                         # G, H, J, KP, K, -, T, -, V, II
U+904D                         # G, H, J, KP, K, -, T, -, -, II
U+904E                         # G, H, J, KP, K, -, T, -, V, II
U+904F                         # G, H, J, KP, K, -, T, -, V, II
U+9050                         # G, H, J, KP, K, -, T, -, -, II
U+9053                         # G, H, J, KP, K, -, T, -, V, II
U+9055                         # G, H, J, KP, K, -, T, -, V, II
U+9056                         # G, H, J, --, K, -, -, -, -, --
U+9058                         # G, H, J, KP, K, -, T, -, -, II
U+9059                         # G, H, J, KP, K, -, T, -, V, II
U+905C                         # G, H, J, KP, K, -, T, -, -, II
U+9060                         # G, H, J, KP, K, -, T, -, V, II
U+9063                         # G, H, J, KP, K, -, T, -, V, II
U+9068                         # G, H, J, KP, K, -, T, -, V, II
U+9069                         # G, H, J, KP, K, -, T, -, V, II
U+906D                         # G, H, J, KP, K, -, T, -, V, II
U+906E                         # G, H, J, KP, K, -, T, -, V, II
U+9075                         # G, H, J, KP, K, -, T, -, V, II
U+9077                         # G, H, J, KP, K, -, T, -, V, II
U+9078                         # G, H, J, KP, K, -, T, -, V, II
U+907A                         # G, H, J, KP, K, -, T, -, V, II
U+907C                         # G, H, J, KP, K, -, T, -, V, II
U+907D                         # G, H, J, KP, K, -, T, -, -, II
U+9080                         # G, H, J, KP, K, -, T, -, -, II
U+9081                         # G, H, J, KP, K, -, T, -, V, II
U+9082                         # G, H, J, KP, K, -, T, -, -, II
U+9083                         # G, H, J, KP, K, -, T, -, -, II
U+9084                         # G, H, J, KP, K, -, T, -, V, II
U+908F                         # G, H, J, KP, K, -, T, -, V, II
U+9091                         # G, H, J, KP, K, -, T, -, V, II
U+90A3                         # G, H, J, KP, K, -, T, -, V, II
U+90A6                         # G, H, J, KP, K, -, T, -, V, II
U+90AA                         # G, H, J, KP, K, -, T, -, V, II
U+90AF                         # G, H, J, KP, K, -, T, -, -, II
U+90B1                         # G, H, J, KP, K, -, T, -, -, II
U+90B5                         # G, H, J, KP, K, -, T, -, -, II
U+90B8                         # G, H, J, KP, K, -, T, -, -, II
U+90CA                         # G, H, J, KP, K, -, T, -, V, II
U+90CE                         # G, H, J, KP, -, -, T, -, V, II
U+90DB                         # G, H, J, KP, K, -, T, -, -, --
U+90E1                         # G, H, J, KP, K, -, T, -, V, II
U+90E2                         # G, H, J, KP, K, -, T, -, -, II
U+90E4                         # G, H, J, KP, K, -, T, -, -, II
U+90E8                         # G, H, J, KP, K, -, T, -, V, II
U+90ED                         # G, H, J, KP, K, -, T, -, V, II
U+90F5                         # G, H, J, KP, K, -, T, -, V, II
U+90F7                         # G, -, J, KP, -, -, T, -, -, II
U+90FD                         # G, H, J, KP, K, -, T, -, V, II
U+9102                         # G, H, J, KP, K, -, T, -, -, II
U+9112                         # G, H, J, KP, K, -, T, -, -, II
U+9119                         # G, H, J, KP, K, -, T, -, V, II
U+912D                         # G, H, J, KP, K, -, T, -, V, II
U+9130                         # G, H, J, KP, K, -, T, -, V, II
U+9132                         # G, H, J, KP, K, -, T, -, -, II
U+9149                         # G, H, J, KP, K, -, T, -, V, II
U+914A                         # G, H, J, KP, K, -, T, -, -, II
U+914B                         # G, H, J, KP, K, -, T, -, V, II
U+914C                         # G, H, J, KP, K, -, T, -, V, II
U+914D                         # G, H, J, KP, K, -, T, -, V, II
U+914E                         # G, H, J, KP, K, -, T, -, -, II
U+9152                         # G, H, J, KP, K, -, T, -, V, II
U+9154                         # G, -, J, KP, K, -, T, -, -, II
U+9156                         # G, H, J, KP, K, -, T, -, V, --
U+9158                         # G, H, J, KP, K, -, T, -, -, --
U+9162                         # G, H, J, KP, K, -, T, -, -, II
U+9163                         # G, H, J, KP, K, -, T, -, -, II
U+9165                         # G, H, J, KP, K, -, T, -, -, II
U+9169                         # G, H, J, KP, K, -, T, -, V, II
U+916A                         # G, H, J, KP, K, -, T, -, -, II
U+916C                         # G, H, J, KP, K, -, T, -, V, II
U+9172                         # G, H, J, KP, K, -, T, -, V, --
U+9173                         # G, H, J, KP, K, -, T, -, -, --
U+9175                         # G, H, J, KP, K, -, T, -, V, II
U+9177                         # G, H, J, KP, K, -, T, -, V, II
U+9178                         # G, H, J, KP, K, -, T, -, V, II
U+9182                         # G, H, J, KP, K, -, T, -, -, --
U+9187                         # G, H, J, KP, K, -, T, -, V, II
U+918D                         # G, H, J, KP, K, -, T, -, -, II
U+9190                         # G, H, J, KP, K, -, T, -, -, II
U+9192                         # G, H, J, KP, K, -, T, -, V, II
U+9197                         # G, -, J, --, -, -, -, -, -, II
U+91A2                         # G, H, J, KP, K, -, T, -, -, --
U+91A4                         # G, -, J, --, -, -, -, -, -, II
U+91AA                         # G, H, J, KP, K, -, T, -, -, II
U+91AF                         # G, H, J, KP, K, -, T, -, -, II
U+91B4                         # G, H, J, KP, K, -, T, -, -, II
U+91B5                         # G, H, J, KP, K, -, T, -, -, II
U+91B8                         # G, -, J, KP, -, -, -, -, -, II
U+91BA                         # G, H, J, KP, K, -, T, -, -, II
U+91C0                         # G, H, J, KP, K, -, T, -, -, II
U+91C1                         # G, H, J, KP, K, -, T, -, V, II
U+91C8                         # G, -, J, KP, K, -, -, -, -, II
U+91C9                         # G, H, J, KP, K, -, T, -, -, II
U+91CD                         # G, H, J, KP, K, -, T, -, V, II
U+91CF                         # G, H, J, KP, K, -, T, -, V, II
U+91D1                         # G, H, J, KP, K, -, T, -, V, II
U+91D6                         # G, H, J, --, K, -, T, -, V, --
U+91D8                         # G, H, J, KP, K, -, T, -, V, II
U+91DB                         # G, -, J, --, K, -, T, -, -, --
U+91DC                         # G, H, J, KP, K, -, T, -, -, II
U+91DD                         # G, H, J, KP, K, -, T, -, V, II
U+91DF                         # G, H, J, KP, -, -, T, -, V, --
U+91E3                         # G, H, J, KP, K, -, T, -, V, II
U+91E7                         # G, H, J, KP, K, -, T, -, V, II
U+91F5                         # G, H, J, KP, K, -, T, -, V, II
U+91F6                         # G, H, J, KP, -, -, T, -, -, --
U+91FC                         # G, -, J, --, -, -, -, -, -, --
U+91FF                         # G, H, J, KP, K, -, T, -, -, --
U+920D                         # G, H, J, KP, K, -, T, -, V, II
U+920E                         # G, H, J, KP, K, -, T, -, -, II
U+9211                         # G, H, J, KP, K, -, T, -, -, II
U+9214                         # G, H, J, KP, K, -, T, -, -, II
U+9215                         # G, H, J, KP, K, -, T, -, V, II
U+921E                         # G, H, J, KP, K, -, T, -, -, II
U+9229                         # G, -, J, --, -, -, -, -, -, --
U+922C                         # G, -, J, --, K, -, -, -, V, --
U+9234                         # G, H, J, KP, K, -, T, -, -, II
U+9237                         # G, H, J, KP, K, -, T, -, -, II
U+923F                         # G, H, J, KP, K, -, T, -, -, II
U+9244                         # G, H, J, KP, K, -, T, -, V, II
U+9248                         # G, H, J, KP, K, -, T, -, -, II
U+9249                         # G, H, J, KP, K, -, T, -, -, II
U+924B                         # G, H, J, KP, K, -, T, -, V, II
U+9250                         # G, H, J, KP, K, -, T, -, -, II
U+925A                         # G, H, J, KP, K, -, T, -, -, II
U+925B                         # G, H, J, KP, K, -, T, -, V, II
U+925E                         # G, H, J, KP, K, -, T, -, V, II
U+9262                         # G, H, J, KP, K, -, T, -, V, II
U+9266                         # G, H, J, KP, K, -, T, -, V, II
U+927E                         # G, H, J, KP, K, -, T, -, -, II
U+9280                         # G, H, J, KP, K, -, T, -, V, II
U+9283                         # G, H, J, KP, K, -, T, -, V, II
U+9285                         # G, H, J, KP, K, -, T, -, V, II
U+9291                         # G, H, J, KP, K, -, T, -, V, II
U+9293                         # G, H, J, KP, K, -, T, -, V, II
U+9296                         # G, H, J, KP, K, -, T, -, -, II
U+9298                         # G, H, J, KP, K, -, T, -, -, II
U+929A                         # G, H, J, KP, K, -, T, -, -, II
U+929B                         # G, H, J, KP, K, -, T, -, -, II
U+92AD                         # G, -, J, KP, K, -, T, -, -, II
U+92B7                         # G, H, J, KP, K, -, T, -, V, II
U+92B9                         # G, H, J, KP, K, -, T, -, -, II
U+92CF                         # G, H, J, KP, K, -, T, -, -, II
U+92D2                         # G, H, J, KP, K, -, T, -, V, II
U+92E9                         # G, H, J, KP, K, -, T, -, -, --
U+92ED                         # G, -, J, --, -, -, T, -, V, II
U+92F2                         # G, H, J, --, K, -, T, -, V, II
U+92F3                         # G, H, J, KP, -, -, T, -, -, II
U+92F8                         # G, H, J, KP, K, -, T, -, V, II
U+92FC                         # G, H, J, KP, K, -, T, -, V, II
U+9306                         # G, H, J, KP, K, -, T, -, V, II
U+930F                         # G, H, J, KP, K, -, T, -, -, II
U+9310                         # G, H, J, KP, K, -, T, -, V, II
U+9318                         # G, H, J, KP, K, -, T, -, -, II
U+9319                         # G, H, J, KP, K, -, T, -, -, II
U+931A                         # G, H, J, KP, K, -, T, -, V, II
U+9320                         # G, H, J, KP, K, -, T, -, V, II
U+9323                         # G, H, J, KP, K, -, T, -, -, II
U+9326                         # G, H, J, KP, K, -, T, -, V, II
U+9328                         # G, H, J, KP, K, -, T, -, -, II
U+932B                         # G, H, J, KP, K, -, T, -, V, II
U+932E                         # G, H, J, KP, K, -, T, -, -, II
U+932F                         # G, H, J, KP, K, -, T, -, V, II
U+9332                         # G, -, J, KP, -, -, T, -, -, II
U+9335                         # G, H, J, --, K, -, T, -, -, --
U+933A                         # G, -, J, --, K, -, T, -, -, II
U+933B                         # G, -, J, --, K, -, T, -, -, --
U+9344                         # G, H, J, --, -, -, -, -, V, --
U+934B                         # G, H, J, KP, K, -, T, -, -, II
U+934D                         # G, H, J, KP, K, -, T, -, -, II
U+9354                         # G, H, J, KP, K, -, T, -, -, II
U+9356                         # G, H, J, KP, K, -, T, -, -, --
U+935B                         # G, H, J, KP, K, -, T, -, -, II
U+935C                         # G, H, J, KP, K, -, T, -, -, II
U+9360                         # G, H, J, KP, K, -, T, -, -, II
U+936C                         # G, H, J, KP, K, -, T, -, -, II
U+936E                         # G, H, J, KP, K, -, T, -, V, II
U+9375                         # G, H, J, KP, K, -, T, -, -, II
U+937C                         # G, H, J, KP, K, -, T, -, V, II
U+937E                         # G, H, J, KP, K, -, T, -, V, II
U+938C                         # G, H, J, KP, K, -, T, -, V, II
U+9396                         # G, H, J, KP, K, -, T, -, V, II
U+9397                         # G, H, J, KP, K, -, T, -, V, II
U+93A7                         # G, H, J, KP, K, -, T, -, -, II
U+93AC                         # G, H, J, KP, K, -, T, -, V, II
U+93AD                         # G, H, J, KP, K, -, T, -, -, II
U+93B0                         # G, H, J, KP, K, -, T, -, V, II
U+93B9                         # G, -, J, --, K, -, T, -, -, II
U+93C3                         # G, H, J, KP, K, -, T, -, -, II
U+93C8                         # G, H, J, KP, K, -, T, -, -, II
U+93D0                         # G, H, J, KP, K, -, T, -, -, --
U+93D1                         # G, H, J, KP, K, -, T, -, -, II
U+93D6                         # G, H, J, KP, K, -, T, -, -, II
U+93D7                         # G, H, J, KP, K, -, T, -, V, II
U+93D8                         # G, H, J, KP, K, -, T, -, -, II
U+93DD                         # G, H, J, KP, K, -, T, -, -, II
U+93E1                         # G, H, J, KP, K, -, T, -, V, II
U+93E4                         # G, H, J, KP, K, -, T, -, -, II
U+93E5                         # G, -, J, KP, -, -, T, -, -, --
U+93E8                         # G, H, J, KP, K, -, T, -, -, II
U+9403                         # G, H, J, KP, K, -, T, -, V, II
U+9407                         # G, H, J, KP, K, -, T, -, -, --
U+9410                         # G, H, J, KP, K, -, T, -, V, II
U+9413                         # G, H, J, KP, K, -, T, -, -, --
U+9414                         # G, H, J, KP, K, -, T, -, -, --
U+9419                         # G, H, J, KP, K, -, T, -, V, II
U+941A                         # G, -, J, --, K, -, T, -, -, --
U+942B                         # G, H, J, KP, K, -, T, -, -, II
U+9436                         # G, H, J, KP, K, -, T, -, -, II
U+943A                         # G, H, J, KP, K, -, T, -, -, II
U+9441                         # G, -, J, --, -, -, -, -, -, --
U+9451                         # G, H, J, KP, K, -, T, -, -, II
U+9453                         # G, -, J, --, K, -, -, -, -, II
U+945A                         # G, -, J, KP, K, -, T, -, -, II
U+945E                         # G, H, J, KP, K, -, T, -, -, II
U+9460                         # G, H, J, KP, K, -, T, -, V, II
U+9462                         # G, H, J, KP, K, -, T, -, -, --
U+9470                         # G, H, J, KP, K, -, T, -, -, II
U+9477                         # G, H, J, KP, K, -, T, -, -, II
U+947C                         # G, H, J, KP, K, -, T, -, V, II
U+947E                         # G, H, J, KP, K, -, T, -, -, II
U+947F                         # G, H, J, KP, K, -, T, -, V, II
U+9481                         # G, H, J, KP, K, -, T, -, -, --
U+9577                         # G, H, J, KP, K, -, T, -, V, II
U+9580                         # G, H, J, KP, K, -, T, -, V, II
U+9582                         # G, H, J, KP, K, -, T, -, -, II
U+9583                         # G, H, J, KP, K, -, T, -, -, II
U+9587                         # G, -, J, --, -, -, T, -, -, --
U+958A                         # G, -, J, --, K, -, -, -, -, --
U+958B                         # G, H, J, KP, K, -, T, -, V, II
U+958F                         # G, H, J, KP, K, -, T, -, V, II
U+9591                         # G, H, J, KP, K, -, T, -, V, II
U+9593                         # G, H, J, KP, K, -, T, -, V, II
U+9594                         # G, H, J, KP, K, -, T, -, -, II
U+9596                         # G, H, J, --, -, -, T, -, -, --
U+9598                         # G, H, J, KP, K, -, T, -, -, II
U+9599                         # G, H, J, KP, K, -, T, -, -, --
U+95A2                         # G, H, J, KP, K, -, T, -, V, II
U+95A3                         # G, H, J, KP, K, -, T, -, V, II
U+95A5                         # G, H, J, KP, K, -, T, -, -, II
U+95A8                         # G, H, J, KP, K, -, T, -, V, II
U+95AD                         # G, H, J, KP, K, -, T, -, V, II
U+95B2                         # G, -, J, --, -, -, T, -, V, II
U+95B9                         # G, H, J, KP, K, -, T, -, -, II
U+95BB                         # G, H, J, KP, K, -, T, -, V, II
U+95BC                         # G, H, J, KP, K, -, T, -, -, II
U+95BE                         # G, H, J, KP, K, -, T, -, V, II
U+95C3                         # G, H, J, KP, K, -, T, -, -, --
U+95CC                         # G, H, J, KP, K, -, T, -, V, II
U+95CD                         # G, H, J, KP, K, -, T, -, -, --
U+95D4                         # G, H, J, KP, K, -, T, -, -, II
U+95D5                         # G, H, J, KP, K, -, T, -, -, II
U+95D6                         # G, H, J, KP, K, -, T, -, V, II
U+95E1                         # G, H, J, KP, K, -, T, -, V, II
U+95E5                         # G, H, J, KP, K, -, T, -, -, --
U+961C                         # G, H, J, KP, K, -, T, -, -, II
U+9621                         # G, H, J, KP, K, -, T, -, -, II
U+962E                         # G, H, J, KP, K, -, T, -, V, II
U+9632                         # G, H, J, KP, K, -, T, -, V, II
U+963B                         # G, H, J, KP, K, -, T, -, V, II
U+963F                         # G, H, J, KP, K, -, T, -, V, II
U+9640                         # G, H, J, KP, K, -, T, -, -, II
U+9642                         # G, H, J, KP, K, -, T, -, V, II
U+964B                         # G, H, J, KP, K, -, T, -, V, II
U+964C                         # G, H, J, KP, K, -, T, -, V, II
U+964D                         # G, H, J, KP, K, -, T, -, V, II
U+964F                         # G, H, J, KP, K, -, T, -, -, --
U+9650                         # G, H, J, KP, K, -, T, -, V, II
U+965B                         # G, H, J, KP, K, -, T, -, V, II
U+965C                         # G, H, J, KP, K, -, T, -, -, II
U+965F                         # G, H, J, KP, K, -, T, -, -, II
U+9662                         # G, H, J, KP, K, -, T, -, V, II
U+9663                         # G, H, J, KP, K, -, T, -, V, II
U+9664                         # G, H, J, KP, K, -, T, -, V, II
U+9665                         # G, -, J, --, -, -, -, -, -, II
U+9666                         # G, -, J, --, -, -, -, -, -, --
U+966A                         # G, H, J, KP, K, -, T, -, V, II
U+966C                         # G, H, J, KP, K, -, T, -, -, II
U+9670                         # G, H, J, KP, K, -, T, -, V, II
U+9672                         # G, H, J, KP, K, -, T, -, V, II
U+9673                         # G, H, J, KP, K, -, T, -, V, II
U+9675                         # G, H, J, KP, K, -, T, -, V, II
U+9676                         # G, H, J, KP, K, -, T, -, V, II
U+9677                         # G, H, J, KP, K, -, T, -, V, II
U+9678                         # G, H, J, KP, K, -, T, -, V, II
U+967A                         # G, -, J, --, K, -, -, -, -, II
U+9685                         # G, H, J, KP, K, -, T, -, -, II
U+9686                         # G, H, J, KP, K, -, T, -, V, II
U+9688                         # G, H, J, KP, K, -, T, -, -, II
U+968A                         # G, H, J, KP, K, -, T, -, V, II
U+968B                         # G, H, J, KP, K, -, T, -, -, II
U+968D                         # G, H, J, KP, K, -, T, -, V, II
U+968E                         # G, H, J, KP, K, -, T, -, V, II
U+968F                         # G, H, J, --, K, -, T, -, -, II
U+9694                         # G, H, J, KP, K, -, T, -, V, II
U+9695                         # G, H, J, KP, K, -, T, -, -, II
U+9697                         # G, H, J, KP, K, -, T, -, -, II
U+9698                         # G, H, J, KP, K, -, T, -, V, II
U+9699                         # G, H, J, KP, K, -, T, -, V, II
U+969B                         # G, H, J, KP, K, -, T, -, -, II
U+969C                         # G, H, J, KP, K, -, T, -, V, II
U+96A0                         # G, -, J, KP, -, -, T, -, -, II
U+96A7                         # G, H, J, KP, K, -, T, -, -, II
U+96B0                         # G, H, J, KP, K, -, T, -, V, II
U+96B2                         # G, -, J, --, -, -, T, -, -, II
U+96B4                         # G, H, J, KP, K, -, T, -, V, II
U+96B6                         # G, H, J, KP, K, -, T, -, -, II
U+96B9                         # G, H, J, KP, K, -, T, -, -, II
U+96BC                         # G, H, J, KP, K, -, T, -, -, II
U+96C0                         # G, H, J, KP, K, -, T, -, V, II
U+96C1                         # G, H, J, KP, K, -, T, -, -, II
U+96C4                         # G, H, J, KP, K, -, T, -, V, II
U+96C5                         # G, H, J, KP, K, -, T, -, V, II
U+96C6                         # G, H, J, KP, K, -, T, -, V, II
U+96C7                         # G, H, J, KP, K, -, T, -, V, II
U+96C9                         # G, H, J, KP, K, -, T, -, V, II
U+96CB                         # G, H, J, KP, K, -, T, -, V, II
U+96CC                         # G, H, J, KP, K, -, T, -, -, II
U+96CD                         # G, H, J, KP, K, -, T, -, V, II
U+96CE                         # G, H, J, KP, K, -, T, -, -, II
U+96D6                         # G, H, J, KP, K, -, T, -, V, II
U+96DB                         # G, H, J, KP, K, -, T, -, -, II
U+96E2                         # G, H, J, KP, K, -, T, -, V, II
U+96E3                         # G, H, J, KP, K, -, T, -, V, II
U+96E8                         # G, H, J, KP, K, -, T, -, V, II
U+96EA                         # G, H, J, KP, K, -, T, -, -, II
U+96EB                         # G, -, J, --, K, -, T, -, -, II
U+96F6                         # G, H, J, KP, K, -, T, -, V, II
U+96F7                         # G, H, J, KP, K, -, T, -, V, II
U+96F9                         # G, H, J, KP, K, -, T, -, V, II
U+96FB                         # G, H, J, KP, K, -, T, -, V, II
U+9700                         # G, H, J, KP, K, -, T, -, V, II
U+9704                         # G, H, J, KP, K, -, T, -, V, II
U+9706                         # G, H, J, KP, K, -, T, -, V, II
U+9707                         # G, H, J, KP, K, -, T, -, V, II
U+9708                         # G, H, J, KP, K, -, T, -, V, II
U+970A                         # G, -, J, --, K, -, T, -, -, II
U+970E                         # G, H, J, KP, K, -, T, -, -, II
U+970F                         # G, H, J, KP, K, -, T, -, V, II
U+9713                         # G, H, J, KP, K, -, T, -, V, II
U+9716                         # G, H, J, KP, K, -, T, -, V, II
U+9719                         # G, H, J, KP, K, -, T, -, -, II
U+971C                         # G, H, J, KP, K, -, T, -, V, II
U+971E                         # G, H, J, KP, K, -, T, -, V, II
U+9724                         # G, H, J, KP, K, -, T, -, -, II
U+9727                         # G, H, J, KP, K, -, T, -, V, II
